URL,Type,Status,Priority,Resolution,Affects Version/s,Fix Version/s,Component/s,Estimated Complexity,Assignee,Reporter,Created,Updated,Description,Comments
https://issues.apache.org/jira/browse/CAMEL-21314,Task,Open,Minor,Unresolved,4.8.0,4.x,camel-aws2,Unknown,Andrea Cosentino,Aurélien Pupier,03/Oct/24 14:10,31/Oct/24 07:59,"it is currently not possible. There is this test in error: [[1;31mERROR[m] [1;31mTests [0;1mrun: [0;1m1[m, [1;31mFailures: [0;1;31m1[m, Errors: 0, Skipped: 0, Time elapsed: 0.160 s[1;31m <<< FAILURE![m -- in org.apache.camel.component.aws2.s3.integration.[1mS3CopyObjectCustomerKeyIT[m [[1;31mERROR[m] org.apache.camel.component.aws2.s3.integration.S3CopyObjectCustomerKeyIT.sendIn -- Time elapsed: 0.153 s <<< FAILURE! org.opentest4j.AssertionFailedError: expected: not <null> at org.junit.jupiter.api.AssertionFailureBuilder.build(AssertionFailureBuilder.java:152) at org.junit.jupiter.api.AssertionFailureBuilder.buildAndThrow(AssertionFailureBuilder.java:132) at org.junit.jupiter.api.AssertNotNull.failNull(AssertNotNull.java:49) at org.junit.jupiter.api.AssertNotNull.assertNotNull(AssertNotNull.java:35) at org.junit.jupiter.api.AssertNotNull.assertNotNull(AssertNotNull.java:30) at org.junit.jupiter.api.Assertions.assertNotNull(Assertions.java:304) at org.apache.camel.component.aws2.s3.integration.S3CopyObjectCustomerKeyIT.sendIn(S3CopyObjectCustomerKeyIT.java:98) at java.base/java.lang.reflect.Method.invoke(Method.java:569) at java.base/java.util.ArrayList.forEach(ArrayList.java:1511) at java.base/java.util.ArrayList.forEach(ArrayList.java:1511) Tried with localstack/localstack:3.7.0 and localstack/localstack:3.7.2 to investigate if it is just a matter of test update or there is a real breakage with latest version of AWS","Aurélien Pupier: Aurélien Pupier added a comment - 10/Oct/24 06:40 - edited Upgrade of container from 3.6 to a 3.7+ (3.8) has been done despite the test failing so it is now failing on the main branch https://github.com/apache/camel/commit/6d908ba20b9c90fe727772236d230aaacafd15bd | Claus Ibsen: Claus Ibsen added a comment - 15/Oct/24 05:36 software.amazon.awssdk.services.s3.model.S3Exception: The object was stored using a form of Server Side Encryption. The correct parameters must be provided to retrieve the object. (Service: S3, Status Code: 400, Request ID: ab39a700-8191-4c53-b2c6-2f27c232b67a, Extended Request ID: s9lzHYrFp76ZVxRcpX9 5cjAnEH2ROuNkd2BHfIa6UkFVdtjf5mKR3/eTPFvsiP/XV/VLi31234=) | Claus Ibsen: Claus Ibsen added a comment - 15/Oct/24 05:40 https://docs.aws.amazon.com/AmazonS3/latest/userguide/ServerSideEncryptionCustomerKeys.html | Claus Ibsen: Claus Ibsen added a comment - 15/Oct/24 07:15 In that link if you open ""Using the AWS SDKs to specify SSE-C for PUT, GET, Head, and Copy operations"" then there is some Java SDK sample code for copyObject that uses SSEC keys but I cannot find these APIs in camel-aws we can use instead. CopyObjectRequest copyRequest = new CopyObjectRequest(bucketName, keyName, bucketName, targetKeyName) .withSourceSSECustomerKey(SSE_KEY) .withDestinationSSECustomerKey(newSSEKey); | Andrea Cosentino: Andrea Cosentino added a comment - 15/Oct/24 07:20 I'll have a look this week."
https://issues.apache.org/jira/browse/CAMEL-20227,Bug,Open,Minor,Unresolved,3.21.2,4.x,camel-kafka,Moderate,Claus Ibsen,Preetam Panchaksharaiah,12/Dec/23 16:45,30/Oct/24 19:40,"Kafka offset advances when using Pausable kafka consumer and messages are lost when resumed. Attached is the sample code Also tried with KafkaManualCommit manual = exchange.getIn().getHeader(KafkaConstants.MANUAL_COMMIT, KafkaManualCommit.class); manual.commit();","Preetam Panchaksharaiah: Preetam Panchaksharaiah added a comment - 13/Dec/23 12:00 Reviewing the latest docs, probably this is more of suspend and resume functionality. Since the camel-vertx-kafka is removed from latest versions | Claus Ibsen: Claus Ibsen added a comment - 16/Jun/24 07:52 Try with latest 4.x release"
https://issues.apache.org/jira/browse/CAMEL-21356,Task,Open,Minor,Unresolved,4.8.0,4.x,build system,Unknown,Unassigned,Aurélien Pupier,16/Oct/24 14:49,23/Oct/24 05:58,"currently the doclint is deactivated, which means that there are some wrong or badly displayed Javadoc in several places. To be able to reativate it (here https://github.com/apache/camel/blob/0c63d15314d90e03da251214c7f9e12bf0f938dd/pom.xml#L714 and in some other places), we need to fix these Javadoc issues",
https://issues.apache.org/jira/browse/CAMEL-21268,Improvement,Open,Minor,Unresolved,None,None,camel-google-pubsub,Unknown,Unassigned,Kurt Schoovaerts,25/Sep/24 16:31,16/Oct/24 10:04,"The Camel JMS transfers the message headers from sender to receiver. This enables for example end-to-end use of the same breadcrumbId across all routes processing data in the integration environment. Proposal is to align functioning of the Camel Google PubSub component with the functioning of the Camel JMS component in passing the message headers as attributes on the Google PubSub message when publishing a message. Likewise, on receipt of a message by a subscriber, copy all pubsub message attributes to camel message headers.",Claus Ibsen: Claus Ibsen added a comment - 16/Oct/24 10:04 that breadcrumb is a camel only feature - today you can use opentelemetry etc.
https://issues.apache.org/jira/browse/CAMEL-21196,Test,Open,Minor,Unresolved,4.8.0,4.x,tests,Unknown,Nikita_Konovalov,Otavio Rodolfo Piske,11/Sep/24 08:30,26/Sep/24 17:21,"Code like the one below should be modified to use modern JUnit 5 assertions: try { DefaultFluentProducerTemplate.on(context).withBody( ""Hello World"" ).to( ""direct:exception"" ).request(); fail( ""Should have thrown RuntimeCamelException"" ); } catch (RuntimeCamelException e) { boolean b = e.getCause() instanceof IllegalArgumentException; assertTrue(b); assertEquals( ""Forced exception by unit test"" , e.getCause().getMessage()); } This should be replaced with Assertions.assertDoesNotThrow and Assertions.assertThrows as needed.",
https://issues.apache.org/jira/browse/CAMEL-20858,Improvement,Open,Minor,Unresolved,4.6.0,4.x,camel-jbang,Unknown,Unassigned,Aurélien Pupier,10/Jun/24 14:47,18/Sep/24 13:26,"When calling transform command, it would be convenient to have a message log mentioning the file transformed with initial name and final name and if it is a new file created aor one exists and it is appended",Claus Ibsen: Claus Ibsen added a comment - 18/Sep/24 13:26 We should look at printing more activity in the jbang commands when --verbose is enabled
https://issues.apache.org/jira/browse/CAMEL-20870,Task,Open,Minor,Unresolved,None,None,website,Unknown,Unassigned,Aurélien Pupier,13/Jun/24 07:54,17/Sep/24 11:17,it is often that the camel-website is broken due to changes in documentation in other Camel repositories where the documentation is defined. it will be convenient to have a PR check on each of these repositories to avoid being in this state.,"Aurélien Pupier: Aurélien Pupier added a comment - 13/Jun/24 08:30 on camel-website, the checks are done with: https://github.com/apache/camel-website/blob/8f76ab02be27d68403aa4eed01d0800c5707b179/package.json#L15-L18 ""check:html"": ""html-validate public"", ""check:links"": ""deadlinks-linux public"", ""check:redirects"": ""tests/redirect.sh -s"", ""checks"": ""run-s -l check:links check:html check:redirects"","
https://issues.apache.org/jira/browse/CAMEL-21222,New Feature,Open,Minor,Unresolved,None,4.x,"camel-core,eip",Unknown,Unassigned,Claus Ibsen,14/Sep/24 13:09,14/Sep/24 13:09,https://www.linkedin.com/posts/herve-ciaravolo-silvain-ab453b2_etl-dataprocessing-dataengineering-activity-7239918712500232192-PMYf/ We could consider a new EIP that can be configured to keep only N top or bottom records. Where N can be defined via some logic (correlation key) etc.,
https://issues.apache.org/jira/browse/CAMEL-18701,Task,Open,Minor,Unresolved,None,Future,"camel-core,(2)camel-file,camel-test",Unknown,Unassigned,Otavio Rodolfo Piske,09/Nov/22 09:55,06/Sep/24 12:18,"Currently, the tests for core components are in the camel-core module (such as those for file). Not only this causes confusion, as the tests are not really in the component code, but also may lead to strange circular dependencies. We should investigate reorganizing the project layout so that the dependency tree is simpler and doesn't contain circular dependencies.","Claus Ibsen: Claus Ibsen added a comment - 19/Jun/23 12:02 This is too late to move around now | Otavio Rodolfo Piske: Otavio Rodolfo Piske added a comment - 19/Jun/23 12:44 Also, I think this is more complicated than what it seems. I believe we do need to clean this up, but maybe we should consider doing it when we start on Camel 5 (or in another version where we can tweak these - 4.2, maybe? TBD ...)"
https://issues.apache.org/jira/browse/CAMEL-18022,Bug,Open,Minor,Unresolved,"3.15.0,3.16.0",4.x,camel-aws2,Unknown,Andrea Cosentino,Jawad Ahmad,27/Apr/22 18:10,19/Aug/24 06:40,"I am trying to configure AWS2 S3 component. I have folders under a hierarchy where the bucket name is top of the hierarchy and then different subfolders which will have actual files. But when I configure the route, it fails with 403 error on Head Bucket Request. I believe as my bucket name doesn't match the regex pattern (as it contains a subfolder name as well), this request gets failed. We need to move away from HeadBucketRequests or provide a way to configure herirchical folders structure. try { s3Client.headBucket(HeadBucketRequest.builder().bucket(bucketName).build()); LOG.trace( ""Bucket [{}] already exists"" , bucketName); return ; } catch (AwsServiceException ase) { /* 404 means the bucket doesn't exist */ if (!(ase.awsErrorDetails().sdkHttpResponse().statusCode() == 404)) { throw ase; } } E.g : If bucket name = Test and folder name = CSV then S3 path of folder would look like : s3://Test/CSV/ . Configuring this in AWS route fails on Bucket Head Request.","Andrea Cosentino: Andrea Cosentino added a comment - 27/Apr/22 20:14 Head bucket is a cheaper and faster invocation then listing all the buckets and check. This is the main reason for using it. Can you please show an example of your route and bucket name and structure? It's really a corner case and moving away from this for a corner case needs a justification | Jawad Ahmad: Jawad Ahmad added a comment - 27/Apr/22 20:20 E.g : If bucket name = Test and folder name = CSV then S3 path of folder would look like : s3://Test/CSV/ . Configuring this in the AWS route fails on Bucket Head Request. I don't think this is a corner case. It's very common to have sub folders in the main bucket. | Andrea Cosentino: Andrea Cosentino added a comment - 27/Apr/22 20:36 In that case the bucket name is only test and the check should be for test and not for subfolders | Andrea Cosentino: Andrea Cosentino added a comment - 27/Apr/22 20:54 I'll check, but bucket name is a thing, subfolders a different thing. The check is for the bucket name only, not for subfolders. Are you consuming or producing? | Jawad Ahmad: Jawad Ahmad added a comment - 27/Apr/22 21:30 I am using it for both. | Jawad Ahmad: Jawad Ahmad added a comment - 27/Apr/22 21:38 Maybe we can provide another header to set bucket name ? Or just split and use first name as bucket name. Will it be able to create sub folders ? | Claus Ibsen: Claus Ibsen added a comment - 05/Jul/24 05:30 Can you maybe paste more code for your aws producer what you do to be able to better reproduce and find a better solution, thanks. | Claus Ibsen: Claus Ibsen added a comment - 05/Jul/24 05:32 Maybe we can check for the folder only (ie test) such as String bucketName = getConfiguration().getBucketName(); LOG.trace( ""Querying whether bucket [{}] already exists..."" , bucketName); String folder = FileUtil.onlyPath(bucketName); if (folder == null ) { folder = bucketName; } try { s3Client.headBucket(HeadBucketRequest.builder().bucket(folder).build()); LOG.trace( ""Bucket [{}] already exists"" , folder); return ; } catch (AwsServiceException ase) { /* 404 means the bucket doesn't exist */ if (!(ase.awsErrorDetails().sdkHttpResponse().statusCode() == 404)) { throw ase; } }"
https://issues.apache.org/jira/browse/CAMEL-20942,Improvement,Open,Minor,Unresolved,None,4.x,"camel-avro,(1)camel-jackson",Unknown,Unassigned,Claus Ibsen,04/Jul/24 07:49,18/Aug/24 09:35,The exchange may have a pre-configured avro schema then we should use this. And as well set the schema on the exchange. Related to https://camel.zulipchat.com/#narrow/stream/352237-camel-jbang/topic/parquetAvro.20format.20marshal.2Funmarshal,
https://issues.apache.org/jira/browse/CAMEL-20940,Improvement,Open,Minor,Unresolved,None,4.x,None,Unknown,Unassigned,Claus Ibsen,03/Jul/24 14:17,18/Aug/24 09:35,Currently its hardcoded to a List List<?> list = (List<?>) graph; It should instead be more accepting input as it can be a string/stream/byte[] of json data or something. Or something that can be iterated.,
https://issues.apache.org/jira/browse/CAMEL-15922,Improvement,Open,Minor,Unresolved,3.7.0,Future,camel-core,Unknown,Unassigned,Claus Ibsen,04/Dec/20 09:30,15/Aug/24 08:10,"The csimple language does not support the following feature in its first release nested functions (${xxx} inside existing ${xxx} functions)) the null safe operator We need a smarter source code generator for this to support this, that supports building up multiple statements and assign to local variables, and branches for the null safe operator, and also to understand types of method calls for nested functions so its of the same type from the java compiler point of view.",Claus Ibsen: Claus Ibsen added a comment - 03/May/21 13:56 Lets wait for dropping Java 8 as source generating as Java 11 codes make this easier
https://issues.apache.org/jira/browse/CAMEL-21083,Improvement,Open,Minor,Unresolved,None,None,camel-platform-http,Moderate,Unassigned,Ivan Kulaga,14/Aug/24 12:57,14/Aug/24 14:00,See CAMEL-20237 We should add more http authentication options that can be configured via properties. Here are lists of currently existing Vert.x AuthenticationHandlers and AuthenticationProviders: https://vertx.io/docs/apidocs/io/vertx/ext/web/handler/AuthenticationHandler.html https://vertx.io/docs/apidocs/io/vertx/ext/auth/authentication/AuthenticationProvider.html Think we want to be able to configure via properties at least these: OAuth2AuthHandler handler + OAuth2Auth provider Support full set of options for JWTAuthHandler and JWTAuth to be configurable via properties BasicAuthHandler handler + JDBCAuthentication/SqlAuthentication provider,
https://issues.apache.org/jira/browse/CAMEL-21084,Improvement,Open,Minor,Unresolved,None,None,camel-platform-http,Moderate,Unassigned,Ivan Kulaga,14/Aug/24 13:04,14/Aug/24 13:59,See CAMEL-20237 We need to configure an auto-discovery for users' own org.apache.camel.component.platform.http.vertx.auth.AuthenticationConfig.AuthenticationConfigEntry definitions or something similar to this. So that users can write their own auth logic and have it auto-discovered.,Claus Ibsen: Claus Ibsen added a comment - 14/Aug/24 13:59 This is not so important yet - lets leave it for those out of the box.
https://issues.apache.org/jira/browse/CAMEL-21073,Task,Open,Minor,Unresolved,4.7.0,None,camel-salesforce,Unknown,Unassigned,Aurélien Pupier,12/Aug/24 12:20,14/Aug/24 07:57,there is several times the error: ``` package com.google.protobuf does not exist ``` building camel-salesforce locally with `mvn clean install` is working fine,Aurélien Pupier: Aurélien Pupier added a comment - 12/Aug/24 12:20 this is the last commit related to protobuf on the camel salesforce comonent I found: https://github.com/apache/camel/commit/da694a7a0fdc29a6840e072ffd2730ffc78cb55f
https://issues.apache.org/jira/browse/CAMEL-20871,Improvement,Open,Minor,Unresolved,None,None,camel-catalog,Unknown,Unassigned,Aurélien Pupier,13/Jun/24 08:36,26/Jul/24 08:57,"Toolings are currently using the catalog to let user browse components. In the IoT space, users are often coming with protocol names, such as OPC UA, CANOpen and more. Currently when searching for these protocols, no component are showing up. But the component PLC4X is supporting them. Adding all of these protocols in the description of the component, which is part of the catalog, is making the description too long. Other ideas to improve discoverability: add protocol as category but feels like a field designed for it improve catalog by adding ""search field""/""keywords"" but maybe too much redundant with category? have tooling searching in documentation pages too (even if I do not see well how it can work easily) provide Kamelets for each of the supported protocols. it has the benefit that we can also add the specific dependency. Not sure really convenient because we would like all the fields most fo the time so might be not really fitting well. provide specific component for each protocol which are using plc4x under the hood also has the benefit that we can also add the specific dependency. Can be the best if there are specific parameter for a specific protocol. Will require to keep the generic one so that newly supported protocols can be used without modifications. Might require more maintenance work than a specific search field. Note: initial discussion https://github.com/apache/camel/pull/14419",
https://issues.apache.org/jira/browse/CAMEL-20612,New Feature,Open,Minor,Unresolved,None,4.x,camel-qdrant,Unknown,Unassigned,Zineb Bendhiba,25/Mar/24 09:58,24/Jul/24 18:54,Qdrant is now part of TestContainers: https://java.testcontainers.org/modules/qdrant/ Move our test-infra to use the Qdrant test containers dependency,Thomas Cunningham: Thomas Cunningham added a comment - 24/Jul/24 18:54 Looking for tasks to pick up - I think this Jira was handled here https://github.com/apache/camel/commit/fa1107ec0c740d54ff33ded9abfb414d27eaf250
https://issues.apache.org/jira/browse/CAMEL-17088,New Feature,Open,Minor,Unresolved,None,4.x,camel-graphql,Novice,Unassigned,Luca Ferrari,15/Oct/21 11:02,16/Jul/24 18:04,"at the moment only producer is supported but there are libraries that allow for supporting this scenario as well https://www.graphql-java.com/tutorials/getting-started-with-spring-boot/ it would be interesting to offer an alternative to something like Apollo Server based on camel, with all the possible transformation and logic that you can apply to query and response","Shikhar: Shikhar added a comment - 09/Apr/24 09:18 Hi davsclaus , can I work on this? | Claus Ibsen: Claus Ibsen added a comment - 12/Apr/24 16:37 Yes you are welcome, thanks | Shikhar: Shikhar added a comment - 15/Apr/24 18:51 davsclaus From what I understand, a GraphQL consumer would receive events from Subscriptions like mentioned in https://issues.apache.org/jira/browse/CAMEL-14800 I am not sure what is exactly is meant by ""an alternative to Apollo server based on Camel"" | Luca Ferrari: Luca Ferrari added a comment - 21/Apr/24 16:26 you can ignore the apollo server example | Shikhar: Shikhar added a comment - 16/Jul/24 18:04 Hi davsclaus I'll be using graphql-ws library for building the client/consumer. Should I also add support for the older subscription-transport-ws ??"
https://issues.apache.org/jira/browse/CAMEL-20974,Improvement,Open,Minor,Unresolved,None,4.x,camel-netty,Unknown,Unassigned,Claus Ibsen,12/Jul/24 08:47,12/Jul/24 08:47,"When using netty as consumer (server vs client-mode) then it would be good to have a dev console that can show the state, such as the low-level connection channel is active / reconnecting or what happens.",
https://issues.apache.org/jira/browse/CAMEL-20936,New Feature,Open,Minor,Unresolved,None,None,camel-ai,Unknown,Unassigned,Zineb Bendhiba,02/Jul/24 15:15,03/Jul/24 06:33,"We have the opportunity to run Ollama test containers using a Hugging Face LLM model as a file, rather than continuously pulling the model. This change could facilitate running tests on our CI environment. Here's an example Before implementing this change, please verify which small model we can use or embed and ensure it complies with the Apache 2 license.",
https://issues.apache.org/jira/browse/CAMEL-19254,Bug,Open,Minor,Unresolved,"3.17.0,(3)3.18.0,3.19.0,3.20.3",None,camel-azure,Unknown,Unassigned,Idorasi Paul,06/Apr/23 09:00,02/Jul/24 17:52,"When downloading blobs using the camel component a ConditionNotMet exception is thrown. The condition that is not met is the if-match condition that contains the etag value of the blob. When endpoint polls the file, it attempts to download it in chunks. During the download, if the file is touched, the etag changes and the download fails, after that everything goes to hell. This does not happens on local, I think that downloading the file is much, much faster and this concurrency issue does not occur, but as soon as you switch to a real azure environment the issue will occur every time. To reproduce the error follow the steps: Start application in debug mode Add a breakpoint on StorageInputStream at line 317 Skip first chunk download Go to azure blob and touch the file (add new metadata) Skip second chunk download Exception is thrown Last version that works without this issue is 3.16.0 Zulip chat topic","Andrea Cosentino: Andrea Cosentino added a comment - 06/Apr/23 09:08 Maybe it's just me, but why someone should change metadata of a file while downloading it? Unless the container is on heavy loading for file updates, this is really a corner case. | Idorasi Paul: Idorasi Paul added a comment - 06/Apr/23 10:13 - edited It happens every time... I think it depends on the size of the file. Changing the metadata is to mimic a real world scenario. A new file comes in and replaces the old one (same name). If you change the metadata, the last modified date is changed and the file is considered new. | Idorasi Paul: Idorasi Paul added a comment - 06/Apr/23 12:20 - edited On further digging, I found out the issue. I tried comparing the azure blob versions, I thought the usage of etag for concurrency consistency was added between version 12.14.4 and 12.16.0, but I was wrong, etag check was there for a long time. What was actually changed and what is causing this issue is the stream caching being enabled by default. The default behaviour was changed between camel-azure 3.16.0 and 3.17.0. Turning off stream caching will fix the issue. Not sure why to be honest... | Claus Ibsen: Claus Ibsen added a comment - 02/Jul/24 17:42 - edited Hmm its hard to track this on latest code, but I wonder if the azure StorageInputStream when converted to StreamCache is closing the stream when done. And that this is somehow causes problems later public synchronized void close() { this .currentBuffer = null ; this .streamFaulted = true ; this .lastError = new IOException(Constants.STREAM_CLOSED); } | Claus Ibsen: Claus Ibsen added a comment - 02/Jul/24 17:42 I dont suppose you had a stacktrace of that error - or that you can turn of stream caching and reproduce the issues and submit the stracktrace | Claus Ibsen: Claus Ibsen added a comment - 02/Jul/24 17:52 How ""big"" are the files on azure you use? As the azure client has embedded client that will download on-demand when you read the input stream, so I assume what happens is that your file is larger than one chunk size, so the client calls azure for next chunk and this http request/response then have this HTTP header etag error. I wonder if anything can be reproduces using pure azure java client and then just read the input stream response till EOL (like Camel would do for converting to stream cache)."
https://issues.apache.org/jira/browse/CAMEL-20927,Improvement,Open,Minor,Unresolved,None,Future,camel-core,Unknown,Unassigned,Claus Ibsen,28/Jun/24 09:41,28/Jun/24 12:29,See CAMEL-16829 It may be better to reject tasks if thread pools are exhausted instead of stealing the current thread as it can lead to stuck threads in (advanced and special situations) or users not aware that their thread pools are not sized correctly and can cause system degration.,
https://issues.apache.org/jira/browse/CAMEL-18314,New Feature,Open,Minor,Unresolved,None,4.x,camel-core,Unknown,Unassigned,Claus Ibsen,27/Jul/22 13:23,27/Jun/24 14:07,"When using vault/secrets then you have to specify aws, azure, ... currently. But you may want to use a generic term `vault` that then delegates to a provider at runtime, so you can run the same route on aws, azure, local, etc. https://camel.apache.org/blog/2022/07/secrets-properties-functions-part-2/","Claus Ibsen: Claus Ibsen added a comment - 27/Jul/22 13:24 We can add a `vault` as general term that you can use, that then delegates to what we can find at runtime as a provider. | Claus Ibsen: Claus Ibsen added a comment - 27/Jul/22 13:25 cc lburgazzoli acosentino"
https://issues.apache.org/jira/browse/CAMEL-18372,New Feature,Open,Minor,Unresolved,None,4.x,None,Unknown,Unassigned,Claus Ibsen,09/Aug/22 12:24,27/Jun/24 14:06,"We need a new http consumer component that can do HTTP GET/POST, TLS/SSL et all and that then connects to a remote HTTP server and does http streaming.",Claus Ibsen: Claus Ibsen added a comment - 09/Aug/22 12:25 CAMEL-18369 is too limited as it uses the JDK URLConnection that can only do basic http stuff
https://issues.apache.org/jira/browse/CAMEL-19016,Sub-task,Open,Minor,Unresolved,None,4.x,camel-google-pubsub,Unknown,Andrea Cosentino,Andrea Cosentino,06/Feb/23 17:42,27/Jun/24 13:55,,"Andrea Cosentino: Andrea Cosentino added a comment - 23/Aug/23 05:34 Do we need to do something similar to AWS consumer? like using scheduling batch consumer here too davsclaus | Claus Ibsen: Claus Ibsen added a comment - 30/Aug/23 08:53 scheduling batch consumer works only when Camel needs to call some X service every N millis seconds. However if its the other way around, eg google calls Camel when it has a new message, then we use a regular consumer. And when we do that, then health checks need to be coded in a custom way for this. | Claus Ibsen: Claus Ibsen added a comment - 30/Aug/23 08:56 so camel-google-pubsub is more complex as today it has 2 modes - sync and async and each have their own code. the async with MessageReceiver is what a JMS component would do. the sync with blocking waiting for reply is more like for ad-hoc calls, and then to make it like a consumer, then there is code that creates thread pool that runs this in a loop to keep calling for more messages. Maybe this component only have 1 mode in start, and async was added later?"
https://issues.apache.org/jira/browse/CAMEL-19046,Improvement,Open,Minor,Unresolved,None,4.x,camel-core,Unknown,Unassigned,Claus Ibsen,14/Feb/23 08:01,27/Jun/24 13:55,"We would like to be able to categorize an error (exception thrown) by Camel routing engine whether that error happend in the consumer/source, during processing (routing) or in the producer/sink (sending to external system). This can better assist where a problem lies, i.e. source and sink are related to external systems, processing is related to Camel or custom end user integration/business logic. We can also have some kind of SPI to introspect the thrown exception and error message, to enrich error details.",
https://issues.apache.org/jira/browse/CAMEL-19165,Dependency upgrade,Open,Minor,Unresolved,None,4.x,camel-olingo2,Unknown,Unassigned,Nicolas Filotto,17/Mar/23 12:27,27/Jun/24 13:54,,"Nicolas Filotto: Nicolas Filotto added a comment - 17/Mar/23 14:29 This component supports both synchronous and asynchronous HTTP client which was possible with HttpComponents v4 since the APIs were compatible, but now they are split so a redesign is likely required | Claus Ibsen: Claus Ibsen added a comment - 26/Jul/23 07:40 It is okay to only have either sync or async http client for this in the future"
https://issues.apache.org/jira/browse/CAMEL-19166,Dependency upgrade,Open,Minor,Unresolved,None,4.x,camel-olingo4,Unknown,Unassigned,Nicolas Filotto,17/Mar/23 12:28,27/Jun/24 13:54,,"Nicolas Filotto: Nicolas Filotto added a comment - 17/Mar/23 14:29 This component supports both synchronous and asynchronous HTTP client which was possible with HttpComponents v4 since the APIs were compatible, but now they are split so a redesign is likely required | Claus Ibsen: Claus Ibsen added a comment - 27/Jun/24 13:54 Lets just keep it sync and make it easier for us"
https://issues.apache.org/jira/browse/CAMEL-19420,Improvement,Open,Minor,Unresolved,3.20.5,None,"camel-cxf,(1)documentation",Unknown,Unassigned,Lukas Lowinger,06/Jun/23 10:31,27/Jun/24 13:49,It would be nice to have some best practice security section in Camel CXF docs.,
